,lat,lon,radiative_,sat,acqdate,acqtime,sensor,state,district
75,29.845,75.115,17.0,mod,2023-10-31,13:M3:47,A,PB,BATHINDA
76,29.903,75.651,33.4,mod,2023-10-31,13:M3:47,A,PB,MANSA
77,30.899,75.504,24.4,mod,2023-10-31,13:M3:47,A,PB,LUDHIANA
78,30.902,75.508,31.6,mod,2023-10-31,13:M3:47,A,PB,LUDHIANA
79,29.819,75.686,24.9,mod,2023-10-31,13:M3:47,A,PB,MANSA
80,31.46,75.181,19.3,mod,2023-10-31,13:M3:47,A,PB,TARN TARAN
81,31.171,75.332,18.8,mod,2023-10-31,13:M3:47,A,PB,JALANDHAR
489,29.59016,75.23269,2.2,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
494,30.45747,74.32002,5.0,npp,2023-10-31,13:M3:15,VF375,PB,FAZILKA
495,30.45807,74.32402,8.9,npp,2023-10-31,13:M3:15,VF375,PB,FAZILKA
497,30.38146,76.52606,3.8,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
498,30.8724,76.29713,8.5,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
500,30.7921,76.31915,5.9,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
501,30.79787,76.33609,4.5,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
502,30.25962,75.95185,3.0,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
503,30.58766,76.42959,8.4,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
504,30.57725,76.37759,1.9,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
505,30.79668,76.3004,4.5,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
506,30.8081,76.2536,2.5,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
507,30.75121,76.30401,2.6,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
508,30.49625,76.44412,1.8,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
509,30.32402,75.96671,19.3,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
510,30.77745,76.13,7.6,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
511,30.36523,76.06371,3.3,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
512,30.38648,76.01719,1.6,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
513,30.51072,76.47305,7.6,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
514,30.7043,76.44182,7.1,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
515,30.76176,76.01366,2.7,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
516,30.3376,76.24861,1.7,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
517,30.50752,75.93561,5.3,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
518,30.79876,76.18391,6.5,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
519,30.55189,76.42692,17.2,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
520,30.61522,76.34399,1.3,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
522,30.28834,76.03835,4.5,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
523,30.98227,76.36967,4.4,npp,2023-10-31,13:M3:15,VF375,PB,SBS NAGAR
524,30.88968,76.00479,2.2,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
525,31.29016,74.53663,4.7,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
526,31.27355,74.53991,2.4,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
527,31.27511,74.52706,6.3,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
528,30.66099,76.38192,1.9,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
529,31.18839,74.53467,5.8,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
530,30.30414,75.31854,2.2,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
531,30.45448,75.92657,5.2,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
532,30.25761,75.66079,30.6,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
533,30.05754,75.6752,6.9,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
534,30.00264,75.60871,4.5,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
535,30.30718,75.81863,3.5,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
536,30.3248,75.84554,2.7,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
537,30.27327,75.82484,6.0,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
538,30.46408,75.54353,3.9,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
539,30.09033,75.38292,1.1,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
540,30.1316,75.35841,4.0,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
541,30.14777,75.35119,3.3,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
542,30.05785,75.60311,2.7,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
543,30.02718,75.68079,3.6,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
544,30.02381,75.6814,3.6,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
545,30.15938,75.43304,63.7,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
546,30.15602,75.43367,13.4,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
547,30.94886,76.19563,3.0,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
548,30.94758,76.19862,3.4,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
549,30.13461,75.40402,2.6,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
550,30.05581,75.66279,7.0,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
551,30.02088,75.63532,4.5,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
552,30.3974,75.79003,3.5,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
553,30.06494,75.43319,8.0,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
554,30.22366,75.19909,2.9,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
555,30.28676,75.4983,3.2,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
556,30.87279,76.11401,5.0,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
557,30.76215,76.33346,4.9,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
558,30.75203,76.34782,4.1,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
559,30.79564,76.53561,2.8,npp,2023-10-31,13:M3:15,VF375,PB,RUPNAGAR
560,30.00998,75.73454,2.1,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
561,30.28269,75.59233,5.8,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
562,30.2878,75.60415,2.1,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
563,30.82484,76.09049,3.1,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
564,30.82425,76.08618,2.8,npp,2023-10-31,13:M3:15,VF375,PB,LUDHIANA
565,30.33951,75.06081,1.4,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
566,30.33592,75.10736,4.0,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
567,30.17083,75.0218,4.0,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
568,30.17416,75.02116,4.6,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
569,30.38397,75.14515,6.7,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
570,30.2425,75.77848,4.3,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
571,30.23223,75.75468,3.3,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
572,30.06812,75.82666,21.3,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
573,30.08109,75.82001,4.9,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
574,30.01811,75.79266,5.5,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
575,30.13531,75.58104,12.9,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
576,30.17356,75.75689,6.4,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
577,30.11408,75.21117,11.7,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
578,30.37,75.29775,33.0,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
579,30.36665,75.29839,18.2,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
580,30.11314,75.65223,6.1,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
581,30.12313,75.64265,2.5,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
582,30.07516,75.35998,4.0,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
583,30.08018,75.35966,5.5,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
584,30.07294,75.73614,10.8,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
585,30.1044,75.71333,1.7,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
586,30.44085,75.35288,5.6,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
587,30.04548,75.09109,16.2,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
588,30.03489,75.08009,7.7,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
589,30.36651,75.27322,3.9,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
590,30.33545,75.32107,9.2,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
591,30.10421,75.81152,4.4,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
592,30.10925,75.79777,8.8,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
593,30.08119,75.54807,4.4,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
594,30.19888,75.73943,2.8,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
595,30.28722,75.47707,2.6,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
596,30.3023,75.28111,2.1,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
597,30.28639,75.32551,2.0,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
598,30.12326,75.77384,5.0,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
599,30.2812,75.08441,4.7,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
600,30.10741,75.75966,10.3,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
601,30.45928,75.2399,6.7,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
602,30.00178,75.7999,16.5,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
603,30.00854,75.79867,4.2,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
604,30.32031,75.3113,4.1,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
605,30.31246,75.30438,5.5,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
606,30.07942,75.65843,8.4,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
607,30.68986,76.46696,3.2,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
609,30.32773,76.55711,3.3,npp,2023-10-31,13:M3:15,VF375,PB,PATIALA
610,30.03245,75.76913,4.0,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
611,30.62815,76.4675,14.5,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
612,30.86138,76.36084,3.6,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
613,30.86664,76.36118,3.2,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
614,30.5929,76.49628,3.7,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
615,30.62648,76.50846,5.4,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
616,30.62589,76.50404,3.4,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
617,30.27912,76.17039,6.1,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
618,30.06978,75.63901,2.1,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
619,30.07537,75.62951,9.1,npp,2023-10-31,13:M3:15,VF375,PB,MANSA
620,30.10345,75.75612,10.3,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
621,30.09833,75.74426,13.9,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
622,30.91698,76.47469,1.2,npp,2023-10-31,13:M3:15,VF375,PB,RUPNAGAR
623,30.62526,76.47252,5.7,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
624,30.47029,76.46218,13.4,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
625,30.15199,75.03368,3.4,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
626,30.14822,75.05516,7.3,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
627,30.29048,76.15083,12.6,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
628,30.29391,76.15022,6.3,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
629,30.3164,75.5861,43.1,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
630,30.49268,75.00387,9.6,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
631,30.4852,75.37414,3.7,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
632,30.22085,75.30006,4.0,npp,2023-10-31,13:M3:15,VF375,PB,BATHINDA
633,30.92117,74.52781,3.7,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
634,30.93443,74.53387,6.8,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
635,30.95139,74.50976,2.0,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
636,30.91784,74.52847,3.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
637,30.2124,75.41087,1.9,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
638,30.32443,75.61864,6.1,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
639,30.88773,74.39345,3.4,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
641,30.84655,74.48444,6.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
642,30.4752,75.67388,13.6,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
643,30.76991,74.28424,2.0,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
644,30.16841,75.57067,1.5,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
645,30.15256,75.70528,12.4,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
646,30.17843,75.692,4.0,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
647,30.49269,75.67494,4.0,npp,2023-10-31,13:M3:15,VF375,PB,SANGRUR
649,30.66957,76.52943,2.5,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
650,30.68753,76.53081,1.4,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
651,30.7135,76.4041,5.1,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
652,30.70665,76.48663,8.0,npp,2023-10-31,13:M3:15,VF375,PB,FATEHGARH SAHIB
653,30.693,74.22534,2.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
654,30.73842,74.39364,6.5,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
655,31.04676,74.76623,16.7,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
656,31.0495,74.76151,4.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
657,31.03382,74.74782,10.2,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
658,31.0305,74.74847,7.4,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
659,31.03168,74.7566,2.8,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
660,30.83161,74.58646,6.8,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
661,31.64926,75.32629,2.6,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
662,31.65264,75.32565,2.6,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
663,31.58556,75.31669,2.9,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
664,31.5847,75.31602,1.7,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
665,31.02323,75.48209,6.7,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
666,31.02265,75.47789,5.8,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
667,31.11559,75.10246,4.9,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
668,31.14245,74.58514,17.9,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
669,31.09121,74.56185,3.6,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
670,31.14067,74.57297,11.5,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
671,30.98427,74.59477,6.8,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
672,30.90825,74.69673,29.9,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
673,30.97237,74.7013,1.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
674,30.91334,74.70824,14.2,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
675,30.93389,74.85048,3.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
676,30.91196,74.81706,3.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
677,30.9053,74.81836,10.5,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
678,31.57576,75.32635,2.6,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
679,31.57913,75.32572,2.6,npp,2023-10-31,13:M3:15,VF375,PB,AMRITSAR
680,31.10895,75.29944,4.7,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
681,30.92975,74.68003,20.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
682,31.07302,74.78208,2.3,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
683,31.10662,75.2828,6.7,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
684,31.07112,75.25111,6.8,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
685,31.09581,75.25497,2.1,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
686,30.67134,74.93295,3.0,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
687,30.66494,74.88826,2.4,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
688,30.04387,74.04857,8.7,npp,2023-10-31,13:M3:15,VF375,PB,FAZILKA
689,31.21859,74.69598,16.1,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
690,30.29062,74.50045,5.2,npp,2023-10-31,13:M3:15,VF375,PB,MUKTSAR
691,30.27769,74.49805,4.4,npp,2023-10-31,13:M3:15,VF375,PB,MUKTSAR
692,30.729,74.28413,6.7,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
693,31.70324,75.36438,2.9,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
694,31.8511,75.12573,21.7,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
695,31.85153,75.1041,4.3,npp,2023-10-31,13:M3:15,VF375,PB,GURDASPUR
696,30.63889,74.66049,3.4,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
697,30.64279,74.66388,1.7,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
698,31.02599,74.74097,9.4,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
699,31.19489,74.72156,5.8,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
700,31.16689,74.84845,4.5,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
701,31.17239,74.83897,2.0,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
702,31.00289,74.69952,10.0,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
703,31.16448,74.68949,2.2,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
704,31.22241,74.55718,3.4,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
705,31.2484,74.5479,1.6,npp,2023-10-31,13:M3:15,VF375,PB,TARN TARAN
706,30.33983,74.08074,4.3,npp,2023-10-31,13:M3:15,VF375,PB,FAZILKA
707,30.65089,75.31027,5.2,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
708,30.66677,75.34965,3.3,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
709,31.02855,74.78233,3.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
710,31.0258,74.78706,3.6,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
711,31.00856,74.78621,2.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
712,31.00797,74.78214,2.1,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
713,31.11641,75.22977,6.3,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
714,31.06266,75.23994,3.5,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
715,31.06356,75.19724,12.2,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
716,31.06705,75.22209,8.8,npp,2023-10-31,13:M3:15,VF375,PB,JALANDHAR
717,30.58208,75.41599,5.9,npp,2023-10-31,13:M3:15,VF375,PB,BARNALA
718,30.5568,75.40799,22.1,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
719,30.57581,75.39594,5.6,npp,2023-10-31,13:M3:15,VF375,PB,MOGA
720,30.33639,74.48734,2.8,npp,2023-10-31,13:M3:15,VF375,PB,MUKTSAR
721,30.92156,75.00394,2.5,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
722,30.81707,74.69736,5.0,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
723,30.81295,74.66905,2.3,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
724,30.82136,74.67989,4.1,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
725,30.83428,74.69818,5.8,npp,2023-10-31,13:M3:15,VF375,PB,FIROZPUR
726,30.75254,74.60612,5.0,npp,2023-10-31,13:M3:15,VF375,PB,FARIDKOT
